Training_Record_ID,Batch_ID,Associate_ID,Experience_Level,RCM_Function,Client,Trainer_ID,Training_Type,Training_Mode,Training_Start_Date,Training_End_Date,Planned_Days,Actual_Days,Planned_Hours,Actual_Training_Hours,Productive_Hours,Non_Productive_Hours,Trainer_Available_Hours,Trainer_Utilization_Pct,Assessment_Score,Assessment_Attempts,First_Pass,Quality_Score,Productivity_Score,Floor_Support_Cases,Knowledge_Gap_Count,Retraining_Hours,Completion_Status,Month,Training_Week,Extended Training 
895,BAT202608-23,ASS0224,Fresher,Payment Posting,Client Beta,TR001,LAW,Floor,2026-08-17 00:00:00,2026-08-26 00:00:00,10,10,80,66.2,50.4,15.8,83.2,79.6,80,1,Yes,86.6,69.5,8,1,1,Completed,Aug-2026,34,0
896,BAT202608-23,ASS0224,Fresher,Payment Posting,Client Beta,TR001,OJT,Classroom,2026-08-27 00:00:00,2026-09-18 00:00:00,25,23,200,187.4,131.8,55.6,196.9,95.2,75,1,Yes,75.9,76,6,0,1.1,Completed,Aug-2026,35,0
897,BAT202601-23,ASS0225,Experienced,Payment Posting,River Health,TR004,Generic Training,Hybrid,2026-01-29 00:00:00,2026-02-01 00:00:00,4,4,32,32,22.6,9.4,34.5,92.8,82,3,No,74,93.3,3,0,3.6,Completed,Jan-2026,5,0
898,BAT202602-23,ASS0225,Experienced,Payment Posting,River Health,TR004,CST,Classroom,2026-02-02 00:00:00,2026-02-03 00:00:00,2,2,16,14.9,11.4,3.5,17,87.6,87,1,Yes,92.3,73.6,4,0,1.7,Completed,Feb-2026,6,0
899,BAT202602-23,ASS0225,Experienced,Payment Posting,River Health,TR004,LAW,Floor,2026-02-04 00:00:00,2026-02-07 00:00:00,5,4,40,37.2,24.9,12.3,39.6,93.9,77,1,Yes,83,93.9,9,1,1.9,Completed,Feb-2026,6,0
900,BAT202602-23,ASS0225,Experienced,Payment Posting,River Health,TR004,OJT,Hybrid,2026-02-08 00:00:00,2026-02-21 00:00:00,15,14,120,107.4,90.5,16.9,122.2,87.9,88,1,Yes,87,82.8,7,0,1.7,Completed,Feb-2026,6,0
901,BAT202607-23,ASS0226,Fresher,AR,Client Gamma,TR007,Generic Training,Classroom,2026-07-02 00:00:00,2026-07-06 00:00:00,5,5,40,34.9,22,12.9,38.9,89.7,76,1,Yes,77.3,80.1,1,0,0.2,Completed,Jul-2026,27,0
902,BAT202607-23,ASS0226,Fresher,AR,Client Gamma,TR007,CST,Classroom,2026-07-07 00:00:00,2026-07-10 00:00:00,4,4,32,32,24.8,7.2,31.8,100.6,88,1,Yes,83.3,71.3,1,0,0.2,Completed,Jul-2026,28,0
903,BAT202607-23,ASS0226,Fresher,AR,Client Gamma,TR007,LAW,Virtual,2026-07-11 00:00:00,2026-07-20 00:00:00,10,10,80,71,44.4,26.6,75.7,93.8,77,1,Yes,87.3,84.7,8,0,1.9,Completed,Jul-2026,28,0
904,BAT202607-23,ASS0226,Fresher,AR,Client Gamma,TR007,OJT,Classroom,2026-07-21 00:00:00,2026-08-14 00:00:00,25,25,200,185.3,133.5,51.8,206.7,89.6,87,1,Yes,90,71.9,3,1,1.3,Completed,Jul-2026,30,0
905,BAT202605-23,ASS0227,Fresher,CBR,River Health,TR006,Generic Training,Virtual,2026-05-27 00:00:00,2026-06-04 00:00:00,8,9,64,60.8,49.8,11,62.8,96.8,90,1,Yes,88.8,82.6,2,1,2,Completed,May-2026,22,1
906,BAT202606-23,ASS0227,Fresher,CBR,River Health,TR006,CST,Classroom,2026-06-05 00:00:00,2026-06-09 00:00:00,5,5,40,37.6,20.9,16.7,39,96.4,76,1,Yes,80,87.9,2,1,1.8,Completed,Jun-2026,23,0
907,BAT202606-23,ASS0227,Fresher,CBR,River Health,TR006,LAW,Floor,2026-06-10 00:00:00,2026-06-19 00:00:00,10,10,80,72.8,50.6,22.2,81.1,89.8,67,3,No,95.1,75.7,4,2,6.6,Completed,Jun-2026,24,0
908,BAT202606-23,ASS0227,Fresher,CBR,River Health,TR006,OJT,Floor,2026-06-20 00:00:00,2026-07-14 00:00:00,25,25,200,194.3,137.9,56.4,189.1,102.7,100,1,Yes,78,81.9,4,2,1.1,Completed,Jun-2026,25,0
909,BAT202602-23,ASS0228,Fresher,AR,Client Delta,TR008,Generic Training,Virtual,2026-02-24 00:00:00,2026-03-02 00:00:00,7,7,56,56,43,13,59.8,93.6,68,2,No,88.6,81.6,0,2,6.6,Completed,Feb-2026,9,0
910,BAT202603-23,ASS0228,Fresher,AR,Client Delta,TR008,CST,Floor,2026-03-03 00:00:00,2026-03-07 00:00:00,5,5,40,40,36.4,3.6,40,100,76,1,Yes,91,80.7,2,1,1.8,Completed,Mar-2026,10,0
911,BAT202603-23,ASS0228,Fresher,AR,Client Delta,TR008,LAW,Floor,2026-03-08 00:00:00,2026-03-17 00:00:00,10,10,80,77.3,53.6,23.7,79.8,96.9,94,1,Yes,83.7,85.9,5,1,1.4,Completed,Mar-2026,10,0
912,BAT202603-23,ASS0228,Fresher,AR,Client Delta,TR008,OJT,Hybrid,2026-03-18 00:00:00,2026-04-11 00:00:00,25,25,200,199.9,160.9,39,187.9,106.4,78,1,Yes,78,91.6,0,1,1.3,Completed,Mar-2026,12,0
913,BAT202601-23,ASS0229,Experienced,Payment Posting,Client Gamma,TR007,Generic Training,Classroom,2026-01-11 00:00:00,2026-01-13 00:00:00,4,3,32,31.2,25.4,5.8,33.9,92,84,1,Yes,88.8,78.6,2,0,0.7,Completed,Jan-2026,2,0
914,BAT202601-23,ASS0229,Experienced,Payment Posting,Client Gamma,TR007,CST,Hybrid,2026-01-14 00:00:00,2026-01-14 00:00:00,2,1,16,16,13.8,2.2,15,106.7,95,1,Yes,82.3,100,1,0,2,Completed,Jan-2026,3,0
915,BAT202601-23,ASS0229,Experienced,Payment Posting,Client Gamma,TR007,LAW,Floor,2026-01-15 00:00:00,2026-01-17 00:00:00,5,3,40,40,35.4,4.6,40,100,90,3,No,76.2,79.9,7,1,4.4,Completed,Jan-2026,3,0
916,BAT202601-23,ASS0229,Experienced,Payment Posting,Client Gamma,TR007,OJT,Floor,2026-01-18 00:00:00,2026-02-01 00:00:00,15,15,120,116.8,74.1,42.7,126.6,92.3,77,1,Yes,87.6,81.9,2,2,0.4,Completed,Jan-2026,3,0
917,BAT202602-23,ASS0230,Fresher,Payment Posting,Client Delta,TR004,Generic Training,Virtual,2026-02-09 00:00:00,2026-02-15 00:00:00,7,7,56,46,30,16,55.1,83.5,57,3,No,76.9,87,3,4,3,Extended,Feb-2026,7,0
918,BAT202602-23,ASS0230,Fresher,Payment Posting,Client Delta,TR004,CST,Virtual,2026-02-16 00:00:00,2026-02-19 00:00:00,5,4,40,37.3,26.5,10.8,42.7,87.4,83,1,Yes,78,71.1,3,1,1.9,Completed,Feb-2026,8,0
919,BAT202602-23,ASS0230,Fresher,Payment Posting,Client Delta,TR004,LAW,Virtual,2026-02-20 00:00:00,2026-03-01 00:00:00,10,10,80,72.1,48,24.1,79.5,90.7,94,1,Yes,83.3,93.3,9,0,1.5,Completed,Feb-2026,8,0
920,BAT202603-23,ASS0230,Fresher,Payment Posting,Client Delta,TR004,OJT,Virtual,2026-03-02 00:00:00,2026-03-26 00:00:00,25,25,200,177.8,139.3,38.5,214,83.1,80,1,Yes,100,87.5,6,1,1.4,Extended,Mar-2026,10,0
921,BAT202604-24,ASS0231,Fresher,Payment Posting,Revere Health,TR007,Generic Training,Hybrid,2026-04-01 00:00:00,2026-04-07 00:00:00,7,7,56,49.5,32.5,17,51.7,95.7,78,1,Yes,82.1,100,0,1,1.6,Completed,Apr-2026,14,0
922,BAT202604-24,ASS0231,Fresher,Payment Posting,Revere Health,TR007,CST,Floor,2026-04-08 00:00:00,2026-04-11 00:00:00,4,4,32,26.6,18.6,8,33.7,78.9,85,1,Yes,82.3,70.5,1,0,1.8,Completed,Apr-2026,15,0
923,BAT202604-24,ASS0231,Fresher,Payment Posting,Revere Health,TR007,LAW,Hybrid,2026-04-12 00:00:00,2026-04-23 00:00:00,10,12,80,76.7,65.2,11.5,74.2,103.4,87,1,Yes,77.9,82.3,7,1,1.9,Completed,Apr-2026,15,1
924,BAT202604-24,ASS0231,Fresher,Payment Posting,Revere Health,TR007,OJT,Classroom,2026-04-24 00:00:00,2026-05-20 00:00:00,25,27,200,191.9,149.5,42.4,190.6,100.7,80,1,Yes,92,95,4,3,0.3,Completed,Apr-2026,17,1
925,BAT202607-24,ASS0232,Fresher,Charge Entry,River Health,TR004,Generic Training,Hybrid,2026-07-27 00:00:00,2026-08-02 00:00:00,7,7,56,51.6,42.1,9.5,57.5,89.7,87,1,Yes,91.8,88.4,0,2,1.3,Completed,Jul-2026,31,0
926,BAT202608-24,ASS0232,Fresher,Charge Entry,River Health,TR004,CST,Hybrid,2026-08-03 00:00:00,2026-08-06 00:00:00,4,4,32,27.8,18.5,9.3,29.6,93.9,98,2,No,84,72.2,2,5,3.4,Completed,Aug-2026,32,0
927,BAT202608-24,ASS0232,Fresher,Charge Entry,River Health,TR004,LAW,Hybrid,2026-08-07 00:00:00,2026-08-16 00:00:00,10,10,80,79.1,56.2,22.9,82.8,95.5,76,1,Yes,86.6,86.6,16,1,1.5,Completed,Aug-2026,32,0
928,BAT202608-24,ASS0232,Fresher,Charge Entry,River Health,TR004,OJT,Hybrid,2026-08-17 00:00:00,2026-09-10 00:00:00,25,25,200,187,118.1,68.9,202.1,92.5,77,3,No,85.7,79.1,6,0,4.3,Completed,Aug-2026,34,0
929,BAT202603-24,ASS0233,Fresher,AR,Client Gamma,TR001,Generic Training,Floor,2026-03-03 00:00:00,2026-03-07 00:00:00,5,5,40,35.8,25.7,10.1,36.8,97.3,91,1,Yes,76.6,82.2,2,0,1.2,Completed,Mar-2026,10,0
930,BAT202603-24,ASS0233,Fresher,AR,Client Gamma,TR001,CST,Classroom,2026-03-08 00:00:00,2026-03-13 00:00:00,5,6,40,33.7,20.4,13.3,38.7,87.1,78,1,Yes,78.6,75,3,2,0.1,Completed,Mar-2026,10,1
931,BAT202603-24,ASS0233,Fresher,AR,Client Gamma,TR001,LAW,Classroom,2026-03-14 00:00:00,2026-03-23 00:00:00,10,10,80,80,59.3,20.7,83.8,95.5,79,1,Yes,78.2,76.4,6,2,1.5,Completed,Mar-2026,11,0
932,BAT202603-24,ASS0233,Fresher,AR,Client Gamma,TR001,OJT,Virtual,2026-03-24 00:00:00,2026-04-16 00:00:00,25,24,200,195.5,142.6,52.9,202.2,96.7,84,1,Yes,92.6,77.9,6,0,1.3,Completed,Mar-2026,13,0
933,BAT202604-24,ASS0234,Fresher,BRCM,Client Alpha,TR001,Generic Training,Hybrid,2026-04-08 00:00:00,2026-04-14 00:00:00,7,7,56,56,40.8,15.2,59.2,94.6,74,1,Yes,81.7,81.9,1,2,0.9,Completed,Apr-2026,15,0
934,BAT202604-24,ASS0234,Fresher,BRCM,Client Alpha,TR001,CST,Hybrid,2026-04-15 00:00:00,2026-04-17 00:00:00,3,3,24,23.4,14.4,9,24,97.5,84,1,Yes,93.2,78.7,1,1,0.4,Completed,Apr-2026,16,0
935,BAT202604-24,ASS0234,Fresher,BRCM,Client Alpha,TR001,LAW,Classroom,2026-04-18 00:00:00,2026-04-27 00:00:00,10,10,80,75.8,55.4,20.4,77.9,97.3,59,3,No,85.1,72,4,4,7.3,Completed,Apr-2026,16,0
936,BAT202604-24,ASS0234,Fresher,BRCM,Client Alpha,TR001,OJT,Hybrid,2026-04-28 00:00:00,2026-05-22 00:00:00,25,25,200,200,112.6,87.4,209,95.7,65,2,No,85.2,85.5,3,2,8,Completed,Apr-2026,18,0
937,BAT202607-24,ASS0235,Fresher,AUTH,Client Gamma,TR002,Generic Training,Floor,2026-07-20 00:00:00,2026-07-24 00:00:00,5,5,40,40,21,19,39.2,102,83,1,Yes,92.7,86,1,0,1.9,Extended,Jul-2026,30,0
938,BAT202607-24,ASS0235,Fresher,AUTH,Client Gamma,TR002,CST,Classroom,2026-07-25 00:00:00,2026-07-29 00:00:00,5,5,40,32.6,16.4,16.2,36.8,88.6,77,1,Yes,80.1,78.4,1,2,1.9,Completed,Jul-2026,30,0
939,BAT202607-24,ASS0235,Fresher,AUTH,Client Gamma,TR002,LAW,Classroom,2026-07-30 00:00:00,2026-08-08 00:00:00,10,10,80,70.5,55.2,15.3,79.1,89.1,83,1,Yes,81.6,89.7,6,0,0.9,Completed,Jul-2026,31,0
940,BAT202608-24,ASS0235,Fresher,AUTH,Client Gamma,TR002,OJT,Floor,2026-08-09 00:00:00,2026-09-02 00:00:00,25,25,200,196.8,131.3,65.5,215.3,91.4,80,1,Yes,82.9,67.1,5,2,1.8,Completed,Aug-2026,32,0
941,BAT202608-24,ASS0236,Experienced,AUTH,Client Alpha,TR001,Generic Training,Hybrid,2026-08-18 00:00:00,2026-08-21 00:00:00,4,4,32,29.4,22.4,7,29.7,99,72,1,Yes,94.1,69.8,1,0,0.5,Completed,Aug-2026,34,0
942,BAT202608-24,ASS0236,Experienced,AUTH,Client Alpha,TR001,CST,Classroom,2026-08-22 00:00:00,2026-08-24 00:00:00,3,3,24,23.8,14.6,9.2,25.3,94.1,76,1,Yes,76.9,69.6,3,1,0.4,Completed,Aug-2026,34,0
943,BAT202608-24,ASS0236,Experienced,AUTH,Client Alpha,TR001,LAW,Floor,2026-08-25 00:00:00,2026-08-29 00:00:00,5,5,40,37.8,35.2,2.6,37.9,99.7,90,3,No,76.7,90.5,2,3,6.7,Completed,Aug-2026,35,0
944,BAT202608-24,ASS0236,Experienced,AUTH,Client Alpha,TR001,OJT,Floor,2026-08-30 00:00:00,2026-09-13 00:00:00,15,15,120,120,96.9,23.1,114.1,105.2,75,1,Yes,79,76.2,6,0,0.8,Completed,Aug-2026,35,0
945,BAT202601-24,ASS0237,Fresher,Payment Posting,Client Gamma,TR006,Generic Training,Virtual,2026-01-28 00:00:00,2026-02-01 00:00:00,5,5,40,38.2,27.9,10.3,42.3,90.3,71,1,Yes,88.1,100,1,3,0,Completed,Jan-2026,5,0
946,BAT202602-24,ASS0237,Fresher,Payment Posting,Client Gamma,TR006,CST,Floor,2026-02-02 00:00:00,2026-02-05 00:00:00,4,4,32,29.7,26.3,3.4,32.2,92.2,95,1,Yes,85.6,81.4,5,0,1.9,Completed,Feb-2026,6,0
947,BAT202602-24,ASS0237,Fresher,Payment Posting,Client Gamma,TR006,LAW,Floor,2026-02-06 00:00:00,2026-02-15 00:00:00,10,10,80,78.5,45.3,33.2,77.5,101.3,50,2,No,87.7,86.4,9,3,5.6,Completed,Feb-2026,6,0
948,BAT202602-24,ASS0237,Fresher,Payment Posting,Client Gamma,TR006,OJT,Hybrid,2026-02-16 00:00:00,2026-03-12 00:00:00,25,25,200,200,176.6,23.4,194.5,102.8,96,1,Yes,79.2,59.6,8,1,0.5,Completed,Feb-2026,8,0
949,BAT202601-24,ASS0238,Fresher,AR,Revere Health,TR003,Generic Training,Floor,2026-01-29 00:00:00,2026-02-05 00:00:00,8,8,64,60.1,28.4,31.7,68.1,88.3,100,1,Yes,88.3,69.3,2,4,0.1,Completed,Jan-2026,5,0
950,BAT202602-24,ASS0238,Fresher,AR,Revere Health,TR003,CST,Virtual,2026-02-06 00:00:00,2026-02-08 00:00:00,3,3,24,20,14.3,5.7,23.6,84.7,84,1,Yes,100,85.1,4,0,1.5,Completed,Feb-2026,6,0
951,BAT202602-24,ASS0238,Fresher,AR,Revere Health,TR003,LAW,Floor,2026-02-09 00:00:00,2026-02-18 00:00:00,10,10,80,76.1,68.9,7.2,75.1,101.3,86,1,Yes,66.7,74.3,6,1,0.1,Completed,Feb-2026,7,0
952,BAT202602-24,ASS0238,Fresher,AR,Revere Health,TR003,OJT,Floor,2026-02-19 00:00:00,2026-03-15 00:00:00,25,25,200,190.8,148.9,41.9,184.6,103.4,89,1,Yes,82.9,90.9,4,1,0.4,Completed,Feb-2026,8,0
953,BAT202607-24,ASS0239,Experienced,Payment Posting,Client Gamma,TR005,Generic Training,Hybrid,2026-07-09 00:00:00,2026-07-12 00:00:00,4,4,32,29.7,23.2,6.5,32.9,90.3,81,1,Yes,97.2,82.2,2,1,1.1,Completed,Jul-2026,28,0
954,BAT202607-24,ASS0239,Experienced,Payment Posting,Client Gamma,TR005,CST,Classroom,2026-07-13 00:00:00,2026-07-16 00:00:00,2,4,16,15.7,9.9,5.8,14.7,106.8,77,1,Yes,77.2,78.4,6,0,0.8,Completed,Jul-2026,29,1
955,BAT202607-24,ASS0239,Experienced,Payment Posting,Client Gamma,TR005,LAW,Classroom,2026-07-17 00:00:00,2026-07-21 00:00:00,5,5,40,37.7,24.4,13.3,37.9,99.5,90,1,Yes,80.7,91.9,11,0,0.7,Completed,Jul-2026,29,0
956,BAT202607-24,ASS0239,Experienced,Payment Posting,Client Gamma,TR005,OJT,Classroom,2026-07-22 00:00:00,2026-08-05 00:00:00,15,15,120,119.4,95.3,24.1,112.6,106,90,1,Yes,91.5,100,5,1,1.3,Completed,Jul-2026,30,0
957,BAT202603-24,ASS0240,Experienced,Charge Entry,Client Delta,TR003,Generic Training,Classroom,2026-03-10 00:00:00,2026-03-13 00:00:00,4,4,32,26.6,17.3,9.3,30.6,86.9,89,1,Yes,89.2,72.5,2,2,0.7,Completed,Mar-2026,11,0
958,BAT202603-24,ASS0240,Experienced,Charge Entry,Client Delta,TR003,CST,Hybrid,2026-03-14 00:00:00,2026-03-15 00:00:00,2,2,16,15.1,10.6,4.5,15.6,96.8,82,1,Yes,93.3,73.8,3,0,0.2,Completed,Mar-2026,11,0
959,BAT202603-24,ASS0240,Experienced,Charge Entry,Client Delta,TR003,LAW,Floor,2026-03-16 00:00:00,2026-03-20 00:00:00,5,5,40,40,19.2,20.8,38.5,103.9,74,1,Yes,81.9,98.2,13,2,1.6,Completed,Mar-2026,12,0
960,BAT202603-24,ASS0240,Experienced,Charge Entry,Client Delta,TR003,OJT,Floor,2026-03-21 00:00:00,2026-04-04 00:00:00,15,15,120,93.4,70.6,22.8,125,74.7,87,1,Yes,85,73.4,8,0,1,Extended,Mar-2026,12,0
961,BAT202608-25,ASS0241,Experienced,EVBV,Client Alpha,TR001,Generic Training,Classroom,2026-08-11 00:00:00,2026-08-14 00:00:00,4,4,32,31.1,20,11.1,31.6,98.4,76,1,Yes,77.4,99.1,1,0,0.3,Completed,Aug-2026,33,0
962,BAT202608-25,ASS0241,Experienced,EVBV,Client Alpha,TR001,CST,Classroom,2026-08-15 00:00:00,2026-08-17 00:00:00,3,3,24,22.4,17.7,4.7,24.7,90.7,79,1,Yes,86.6,85.7,1,1,0.3,Completed,Aug-2026,33,0
963,BAT202608-25,ASS0241,Experienced,EVBV,Client Alpha,TR001,LAW,Hybrid,2026-08-18 00:00:00,2026-08-20 00:00:00,5,3,40,36.9,25.8,11.1,38.8,95.1,78,1,Yes,87.9,75.2,8,0,1,Completed,Aug-2026,34,0
964,BAT202608-25,ASS0241,Experienced,EVBV,Client Alpha,TR001,OJT,Classroom,2026-08-21 00:00:00,2026-09-04 00:00:00,15,15,120,111.5,60.2,51.3,119.4,93.4,99,1,Yes,80.4,100,8,2,0.3,Completed,Aug-2026,34,0
965,BAT202601-25,ASS0242,Fresher,CBR,Client Alpha,TR005,Generic Training,Floor,2026-01-29 00:00:00,2026-02-03 00:00:00,6,6,48,47.2,30.9,16.3,47.4,99.6,82,1,Yes,79.2,82.1,4,2,1.8,Completed,Jan-2026,5,0
966,BAT202602-25,ASS0242,Fresher,CBR,Client Alpha,TR005,CST,Floor,2026-02-04 00:00:00,2026-02-06 00:00:00,4,3,32,28.6,17.4,11.2,31.1,92,71,1,Yes,89.8,92.3,4,1,0.7,Completed,Feb-2026,6,0
967,BAT202602-25,ASS0242,Fresher,CBR,Client Alpha,TR005,LAW,Classroom,2026-02-07 00:00:00,2026-02-16 00:00:00,10,10,80,80,66.4,13.6,75.9,105.4,87,1,Yes,78.5,91.6,4,1,1.6,Completed,Feb-2026,6,0
968,BAT202602-25,ASS0242,Fresher,CBR,Client Alpha,TR005,OJT,Floor,2026-02-17 00:00:00,2026-03-13 00:00:00,25,25,200,173.3,159,14.3,192.3,90.1,81,1,Yes,91.7,83.7,4,0,0.9,Completed,Feb-2026,8,0
969,BAT202606-25,ASS0243,Experienced,Payment Posting,River Health,TR006,Generic Training,Floor,2026-06-29 00:00:00,2026-07-01 00:00:00,3,3,24,20.8,18.4,2.4,22.2,93.7,100,1,Yes,95.8,67.5,4,0,1.8,Completed,Jun-2026,27,0
970,BAT202607-25,ASS0243,Experienced,Payment Posting,River Health,TR006,CST,Floor,2026-07-02 00:00:00,2026-07-04 00:00:00,3,3,24,22.3,11.6,10.7,22.2,100.5,67,3,No,86,86.8,1,0,5.6,Completed,Jul-2026,27,0
971,BAT202607-25,ASS0243,Experienced,Payment Posting,River Health,TR006,LAW,Classroom,2026-07-05 00:00:00,2026-07-09 00:00:00,5,5,40,34.9,30.3,4.6,39,89.5,83,1,Yes,97.1,80.5,8,1,1.5,Completed,Jul-2026,27,0
972,BAT202607-25,ASS0243,Experienced,Payment Posting,River Health,TR006,OJT,Floor,2026-07-10 00:00:00,2026-07-24 00:00:00,15,15,120,108.4,84,24.4,116.7,92.9,78,1,Yes,90.1,92.7,3,2,0,Extended,Jul-2026,28,0
973,BAT202607-25,ASS0244,Fresher,EVBV,Client Gamma,TR008,Generic Training,Classroom,2026-07-19 00:00:00,2026-07-25 00:00:00,7,7,56,54.4,33.7,20.7,53.5,101.7,70,1,Yes,83.6,71.5,0,3,1.7,Completed,Jul-2026,29,0
974,BAT202607-25,ASS0244,Fresher,EVBV,Client Gamma,TR008,CST,Floor,2026-07-26 00:00:00,2026-07-28 00:00:00,3,3,24,22.7,19.6,3.1,23.4,97,65,3,No,86.5,93.1,1,2,6.9,Completed,Jul-2026,30,0
975,BAT202607-25,ASS0244,Fresher,EVBV,Client Gamma,TR008,LAW,Floor,2026-07-29 00:00:00,2026-08-07 00:00:00,10,10,80,70.7,44.5,26.2,80.5,87.8,91,1,Yes,82.4,84.7,12,1,1.7,Completed,Jul-2026,31,0
976,BAT202608-25,ASS0244,Fresher,EVBV,Client Gamma,TR008,OJT,Virtual,2026-08-08 00:00:00,2026-09-01 00:00:00,25,25,200,185.8,127.7,58.1,184.1,100.9,83,1,Yes,79.2,96.1,5,2,2,Extended,Aug-2026,32,0
977,BAT202603-25,ASS0245,Experienced,Charge Entry,Client Delta,TR008,Generic Training,Classroom,2026-03-03 00:00:00,2026-03-05 00:00:00,3,3,24,21.6,14.8,6.8,24.2,89.3,87,1,Yes,97.6,88.3,3,2,0.9,Completed,Mar-2026,10,0
978,BAT202603-25,ASS0245,Experienced,Charge Entry,Client Delta,TR008,CST,Hybrid,2026-03-06 00:00:00,2026-03-07 00:00:00,3,2,24,20.9,15.4,5.5,25.4,82.3,92,1,Yes,71.6,84.5,1,2,0.5,Completed,Mar-2026,10,0
979,BAT202603-25,ASS0245,Experienced,Charge Entry,Client Delta,TR008,LAW,Classroom,2026-03-08 00:00:00,2026-03-14 00:00:00,5,7,40,35,21,14,42.7,82,80,1,Yes,86,80,11,2,0.7,Completed,Mar-2026,10,1
980,BAT202603-25,ASS0245,Experienced,Charge Entry,Client Delta,TR008,OJT,Floor,2026-03-15 00:00:00,2026-03-27 00:00:00,15,13,120,106.1,83.5,22.6,118.4,89.6,77,1,Yes,78,80.3,9,0,1.4,Completed,Mar-2026,11,0
981,BAT202603-25,ASS0246,Experienced,Charge Entry,Client Alpha,TR006,Generic Training,Classroom,2026-03-20 00:00:00,2026-03-23 00:00:00,3,4,24,22.1,17.5,4.6,25.6,86.3,94,1,Yes,82.9,89.8,2,1,1.7,Completed,Mar-2026,12,1
982,BAT202603-25,ASS0246,Experienced,Charge Entry,Client Alpha,TR006,CST,Classroom,2026-03-24 00:00:00,2026-03-26 00:00:00,3,3,24,22.7,12.8,9.9,22.6,100.4,90,1,Yes,81.1,73.9,2,4,1.4,Completed,Mar-2026,13,0
983,BAT202603-25,ASS0246,Experienced,Charge Entry,Client Alpha,TR006,LAW,Hybrid,2026-03-27 00:00:00,2026-03-31 00:00:00,5,5,40,35.2,26.6,8.6,38.3,91.9,59,3,No,92.8,69.1,8,4,6.7,Completed,Mar-2026,13,0
984,BAT202604-25,ASS0246,Experienced,Charge Entry,Client Alpha,TR006,OJT,Classroom,2026-04-01 00:00:00,2026-04-15 00:00:00,15,15,120,119.9,83.4,36.5,125.6,95.5,96,1,Yes,75.3,76,5,1,1.3,Completed,Apr-2026,14,0
985,BAT202603-25,ASS0247,Fresher,EVBV,Client Beta,TR004,Generic Training,Floor,2026-03-19 00:00:00,2026-03-22 00:00:00,5,4,40,31.1,20.8,10.3,40.7,76.4,91,1,Yes,96.7,75.4,1,1,1.8,Extended,Mar-2026,12,0
986,BAT202603-25,ASS0247,Fresher,EVBV,Client Beta,TR004,CST,Hybrid,2026-03-23 00:00:00,2026-03-26 00:00:00,3,4,24,21.4,11.4,10,25.7,83.3,81,1,Yes,88.9,76.9,1,1,1.2,Extended,Mar-2026,13,1
987,BAT202603-25,ASS0247,Fresher,EVBV,Client Beta,TR004,LAW,Hybrid,2026-03-27 00:00:00,2026-04-05 00:00:00,10,10,80,73.5,42.9,30.6,80.8,91,76,1,Yes,87.7,76.5,5,1,1.1,Completed,Mar-2026,13,0
988,BAT202604-25,ASS0247,Fresher,EVBV,Client Beta,TR004,OJT,Classroom,2026-04-06 00:00:00,2026-04-30 00:00:00,25,25,200,190.1,127.5,62.6,203.1,93.6,95,1,Yes,97.4,84,6,3,1,Completed,Apr-2026,15,0
989,BAT202602-25,ASS0248,Experienced,CBR,Client Gamma,TR006,Generic Training,Virtual,2026-02-08 00:00:00,2026-02-10 00:00:00,3,3,24,24,17,7,24.7,97.2,69,2,No,74.1,99,2,2,7.2,Completed,Feb-2026,6,0
990,BAT202602-25,ASS0248,Experienced,CBR,Client Gamma,TR006,CST,Hybrid,2026-02-11 00:00:00,2026-02-12 00:00:00,2,2,16,14.9,11.7,3.2,15.6,95.5,84,1,Yes,82.6,78.3,1,3,1.1,Completed,Feb-2026,7,0
991,BAT202602-25,ASS0248,Experienced,CBR,Client Gamma,TR006,LAW,Floor,2026-02-13 00:00:00,2026-02-17 00:00:00,5,5,40,39.1,22.5,16.6,42.4,92.2,73,1,Yes,80.7,89.4,7,1,1.8,Completed,Feb-2026,7,0
992,BAT202602-25,ASS0248,Experienced,CBR,Client Gamma,TR006,OJT,Floor,2026-02-18 00:00:00,2026-03-03 00:00:00,15,14,120,111.3,96.4,14.9,124.9,89.1,77,1,Yes,85.2,79.3,7,1,0.2,Completed,Feb-2026,8,0
993,BAT202603-25,ASS0249,Fresher,BRCM,Client Delta,TR003,Generic Training,Classroom,2026-03-14 00:00:00,2026-03-20 00:00:00,7,7,56,56,41.8,14.2,56.7,98.8,71,1,Yes,89.7,75.4,1,1,1.9,Completed,Mar-2026,11,0
994,BAT202603-25,ASS0249,Fresher,BRCM,Client Delta,TR003,CST,Hybrid,2026-03-21 00:00:00,2026-03-25 00:00:00,5,5,40,38,31.7,6.3,38.6,98.4,84,1,Yes,82,72.9,5,0,0.7,Completed,Mar-2026,12,0
995,BAT202603-25,ASS0249,Fresher,BRCM,Client Delta,TR003,LAW,Hybrid,2026-03-26 00:00:00,2026-04-04 00:00:00,10,10,80,76.1,48.9,27.2,79.6,95.6,80,2,No,77.4,91.3,6,3,2.2,Completed,Mar-2026,13,0
996,BAT202604-25,ASS0249,Fresher,BRCM,Client Delta,TR003,OJT,Virtual,2026-04-05 00:00:00,2026-04-29 00:00:00,25,25,200,188.9,120.8,68.1,200.7,94.1,89,3,No,88.5,97.1,2,1,2.1,Completed,Apr-2026,14,0
